UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
Denmark Technical College,www.denmarktech.edu,SC,23349,18020,16847,11518,,489,52,,,,,863,,,,,,
Dental Assistant Pro LLC-Columbus,www.dentalassistantpro.com,OH,,,,,,14,0,,,,,34,,,,,,
Dental Assistant Pro-Lebanon,www.dentalassistantpro.com,OH,,,,,,19,0,,,,,24,,,,,,
Denver College of Nursing,www.denvercollegeofnursing.edu/,CO,,,,,,845,19,325,,,,1065,,,,,,
Denver Seminary,www.denverseminary.edu,CO,,,,,,0,0,0,,,,,,,,,,
Denver Seminary - West Texas,,TX,,,,,,,,,,,,,,,,,,
DePaul University,https://www.depaul.edu,IL,57678,57678,45282,45282,68,14507,0,3548,,,,17082,433,8,481,75,122,3763
DePauw University,www.depauw.edu,IN,64924,64924,52804,52804,63,2156,0,480,560,560,23,2185,40,,92,8,33,4
Dermal Science International Aesthetics and Nail Academy,estheticstraining.com,VA,,,,,,102,0,,,,,164,,,,,,
Des Moines Area Community College,www.dmacc.edu,IA,19672,14992,14476,9796,,23474,2185,,,,,36499,,,,,,
Des Moines University-Osteopathic Medical Center,www.dmu.edu,IA,,,,,,0,0,0,,,,,,,,,,
DeSales University,www.desales.edu,PA,54020,54020,43546,43546,79,2499,0,495,510,500,22,2849,64,,145,16,15,537
Design Institute of San Diego,www.disd.edu,CA,,,29216,29216,59,98,0,26,,,,159,,,,,,
Design's School of Cosmetology,www.designsschool.edu,CA,,,,,,34,0,,,,,166,,,,,,
Designer Barber & Stylist School,designercollege.net,AR,,,,,,78,0,,,,,96,,,,,,
Detroit Business Institute-Downriver,www.dbidownriver.edu,MI,,,,,,52,0,,,,,99,,,,,,
DeVry College of New York,https://www.devry.edu,NY,,,24994,24994,92,972,18,195,,,,1502,,,,,,556
DeVry University-Administrative Office,https://www.devry.edu,IL,,,,,,,,,,,,,,,,,,
DeVry University-Arizona,https://www.devry.edu,AZ,,,24601,24601,96,382,16,148,,,,737,,1,,,,152
DeVry University-California,https://www.devry.edu,CA,,,24909,24909,95,1972,60,693,,,,3833,,2,,,,1122
DeVry University-Colorado,https://www.devry.edu,CO,,,25067,25067,88,161,7,67,,,,328,,,,,,132
DeVry University-Florida,https://www.devry.edu,FL,,,24942,24942,95,585,15,188,,,,1084,,,,,,389
DeVry University-Georgia,https://www.devry.edu,GA,,,24589,24589,95,902,52,212,,,,1480,,,,,,545
DeVry University-Illinois,https://www.devry.edu,IL,,,24553,24553,94,13068,599,1853,,,,20927,,1,,,,4896
DeVry University-Indiana,https://www.devry.edu,IN,,,24605,24605,100,47,0,18,,,,96,,,,,,36
DeVry University-Missouri,https://www.devry.edu,MO,,,24439,24439,67,92,11,45,,,,217,,,,,,37
DeVry University-Nevada,https://www.devry.edu,NV,,,24591,24591,75,86,4,31,,,,168,,,,,,57
DeVry University-New Jersey,https://www.devry.edu,NJ,,,24663,24663,96,335,32,149,,,,711,,,,,,99
DeVry University-North Carolina,https://www.devry.edu,NC,,,25129,25129,,68,4,41,,,,179,,,,,,55
DeVry University-Ohio,https://www.devry.edu,OH,,,24665,24665,93,652,51,192,,,,1400,,,,,,324
DeVry University-Oklahoma,,OK,,,,,,,,,,,,,,,,,,
DeVry University-Pennsylvania,https://www.devry.edu,PA,,,24733,24733,100,199,14,56,,,,466,,,,,,114
DeVry University-Tennessee,https://www.devry.edu,TN,,,24757,24757,100,33,0,24,,,,95,,,,,,24
DeVry University-Texas,https://www.devry.edu,TX,,,24768,24768,94,482,21,158,,,,898,,,,,,295
DeVry University-Virginia,https://www.devry.edu,VA,,,24803,24803,86,188,6,64,,,,354,,,,,,123
Diablo Valley College,www.dvc.edu,CA,,,14732,7480,,20271,1733,,,,,29855,,,,,,
Diamond Beauty College,www.diamondbeauty.edu,CA,,,,,,190,0,,,,,336,,,,,,
Diamonds Cosmetology College,www.diamondscosmetology.com/,TX,,,,,,57,0,,,,,71,,,,,,
Dickinson College,www.dickinson.edu,PA,71339,71339,57341,57341,49,2399,0,530,,,,2435,55,,174,92,72,188
Dickinson State University,www.dickinsonstate.edu,ND,21610,18832,14312,11534,66,1375,38,231,,450,18,1742,178,,43,4,3,295
Diesel Driving Academy-Baton Rouge,www.dda.edu,LA,,,,,,266,0,,,,,331,,,,,,
Diesel Driving Academy-Shreveport,www.dda.edu,LA,,,,,,212,0,,,,,294,,,,,,
DigiPen Institute of Technology,www.digipen.edu,WA,46220,46220,35790,35790,57,874,0,159,590,560,24,1037,,868,,,,
Digital Film Academy,www.digitalfilmacademy.edu,NY,,,,,,167,0,,,,,207,,,,,,
Digital Media Institute at InterTech,www.dmi.edu,LA,,,,,82,26,0,,,,,26,,,,,,
DiGrigoli School of Cosmetology,www.digrigoli.com/school,MA,,,,,,13,0,,,,,127,,,,,,
Dillard University,www.dillard.edu,LA,33684,33684,22572,22572,61,1309,0,220,,,,1378,,,192,12,91,165
Diman Regional Technical Institute,www.dimanregional.org,MA,,,,,47,62,0,,,,,61,,,,,,
Dine College,https://www.dinecollege.edu,AZ,12000,12000,10070,10070,,1519,137,28,,,,2034,132,53,46,21,,238
Divers Academy International,www.diversacademy.edu,NJ,,,,,,27,0,,,,,66,,,,,,
Divers Institute of Technology,www.diversinstitute.edu,WA,,,,,,243,0,,,,,460,,,,,,
Diversified Vocational College,www.dvcla.edu,CA,,,,,,597,0,,,,,1071,,,,,,
Divine Crown Barber & Beauty Academy,www.divinecrown.com,PA,,,,,,43,0,,,,,56,,,,,,
Divine Mercy University,www.divinemercy.edu,VA,,,,,,0,0,0,,,,,,,,,,
Divine Word College,www.dwci.edu,IA,20110,20110,16110,16110,100,57,4,11,,,,61,57,,,,,
Dixie State University,dixie.edu/,UT,28553,18755,20699,10901,,9928,889,749,,,,12920,510,108,491,32,46,923
Dixie Technical College,www.dixietech.edu,UT,,,,,,693,0,,,,,906,,,,,,
DLP Conemaugh Memorial Medical Center,www.conemaugh.org,PA,,,,,86,212,0,,,,,259,,,,,,
DMost Beauty & Body Institute,dbbi.school,GA,,,,,,10,0,,,,,24,,,,,,
Doane University-Arts & Sciences,www.doane.edu,NE,48570,48570,,,68,1008,0,227,,,,1089,142,28,82,16,10,117
Doane University-Graduate and Professional Studies,www.doane.edu,NE,,,13620,13620,,496,0,176,,,,733,,,,,,198
Dodge City Community College,www.dc3.edu,KS,15158,14798,8158,7798,,1548,199,,,,,2476,,,,,,
Dolce LLC The Academy,www.dolcellcacademy.com,CT,,,,,,47,0,,,,,66,,,,,,
Dominican College of Blauvelt,www.dc.edu,NY,46600,46600,34150,34150,77,1450,0,381,470,470,17,1607,74,,111,6,,152
Dominican School of Philosophy & Theology,https://www.dspt.edu,CA,,,,,,0,0,0,,,,,,,,,,
Dominican University,www.dom.edu/,IL,46175,46175,38434,38434,64,2106,0,553,480,470,19,2301,48,,129,51,17,312
Dominican University of California,https://www.dominican.edu,CA,65818,65818,52134,52134,87,1355,0,345,515,520,20,1415,22,,139,,26,166
Dominion School of Hair Design,www.dominionschoolofhairdesign.com,VA,,,,,,,,,,,,,,,,,,
Don Roberts Beauty School,www.donrobertsbeautyschool.com,IN,,,,,,17,0,,,,,54,,,,,,
Don Roberts School of Hair Design,www.donrobertsspaschool.com,IN,,,,,,11,0,,,,,78,,,,,,
Dongguk University-Los Angeles,www.dula.edu,CA,,,,,,14,0,0,,,,15,,,,,,
Donnelly College,donnelly.edu,KS,,,16080,16080,,364,42,10,,,,712,,,,,,17
Dordt College,www.dordt.edu,IA,45070,45070,36420,36420,73,1424,10,267,530,530,22,1599,208,170,59,7,16,250
Dorsey Business Schools-Dearborn,www.dorsey.edu,MI,,,24300,24300,,337,0,,,,,888,,,,,,
Dorsey Business Schools-Lansing,www.dorsey.edu,MI,,,,,,,,,,,,,,,,,,
Dorsey Business Schools-Madison Heights,www.dorsey.edu,MI,,,33312,33312,,398,0,,,,,1332,,,,,,
Dorsey Business Schools-Roseville,www.dorsey.edu,MI,,,24300,24300,,440,0,,,,,1090,,,,,,
Dorsey Business Schools-Roseville Culinary Academy,www.dorsey.edu,MI,,,25441,25441,,113,0,,,,,312,,,,,,
Dorsey Business Schools-Saginaw,www.dorsey.edu,MI,,,24300,24300,,157,0,,,,,369,,,,,,
Dorsey Business Schools-Southgate,www.dorsey.edu,MI,,,24300,24300,,104,0,,,,,374,,,,,,
Dorsey Business Schools-Waterford Pontiac,www.dorsey.edu,MI,,,24300,24300,,104,0,,,,,331,,,,,,
Dorsey Business Schools-Wayne,www.dorsey.edu,MI,,,33312,33312,,290,0,,,,,684,,,,,,
Douglas Education Center,www.dec.edu,PA,,,26565,26565,,213,114,,,,,390,,,,,,
Douglas J Aveda Institute,www.douglasj.edu/,MI,,,,,,793,0,,,,,1290,,,,,,
Downey Adult School,www.das.edu,CA,,,,,,652,0,,,,,984,,,,,,
Dragon Rises College of Oriental Medicine,www.dragonrises.edu,FL,,,,,,0,0,0,,,,,,,,,,
Drake University,www.drake.edu,IA,56724,56724,45696,45696,68,3015,0,747,580,560,24,3389,118,,225,23,72,847
Drew University,www.drew.edu,NJ,57230,57230,45682,45682,69,1668,0,304,,,,1698,,,147,20,23,110
Drexel University,www.drexel.edu,PA,70223,70223,56144,56144,77,15724,0,3422,580,590,25,17010,202,3546,713,94,230,2929
Drury University,www.drury.edu,MO,40951,40951,32915,32915,68,1490,0,244,540,530,22,1511,104,43,368,30,82,233
Drury University-College of Continuing Professional Studies,www.drury.edu/ccps/,MO,22777,22777,10647,10647,,1542,123,293,,,,2857,175,,32,,,271
DSDT,https://dsdt.edu,MI,,,,,,61,0,,,,,136,,,,,,
Duke University,WWW.DUKE.EDU,NC,74339,74339,,,9,6682,0,1856,710,740,33,7504,,1257,454,125,93,
Duluth Business University,,MN,,,,,,,,,,,,,,,,,,
Dunwoody College of Technology,www.dunwoody.edu,MN,36288,36288,25224,25224,70,1316,338,62,,,,1500,,137,,,,171
Duquesne University,www.duq.edu,PA,54364,54364,43278,43278,72,6013,0,1303,580,550,24,6451,496,111,330,42,68,1431
Durham Beauty Academy,www.durhambeautyacademy.edu,NC,,,,,,93,0,,,,,141,,,,,,
Durham Technical Community College,www.durhamtech.edu,NC,,,12786,8178,,5434,499,,,,,8049,,,,,,
Dutchess BOCES-Practical Nursing Program,https://www.dcboces.org/cti/lpn,NY,,,,,66,129,0,,,,,178,,,,,,
Dutchess Community College,www.sunydutchess.edu,NY,23986,20122,12868,9004,,8582,1043,,,,,11358,,,,,,
DuVall's School of Cosmetology,www.duvallschool.com,TX,,,,,,56,0,,,,,149,,,,,,
Dyersburg State Community College,www.dscc.edu,TN,,,21383,9095,,2977,359,,,,,3493,,,,,,
E Q School of Hair Design,www.eqschool.net,IA,,,,,,58,0,,,,,67,,,,,,
Ea La Mar's Cosmetology & Barber College,https://www.ealamarscollege.com,MO,,,,,,48,0,,,,,36,,,,,,
Eagle Gate College-Layton,www.eaglegatecollege.edu,UT,,,16496,16496,,136,13,16,,,,238,,,,,,
Eagle Gate College-Murray,EAGLEGATECOLLEGE.EDU,UT,,,13943,13943,,205,8,30,,,,360,,,,,,7
Eagle Rock College,www.eaglerockcollege.edu,CA,,,,,,43,3,,,,,97,,,,,,
Earlham College,www.earlham.edu,IN,59850,59850,49450,49450,65,1050,0,210,570,590,26,1092,,4,78,8,37,51
East Arkansas Community College,https://WWW.EACC.EDU,AR,,,9606,9066,,1151,103,,,,,1575,,,,,,
East Carolina University,www.ecu.edu,NC,37949,21672,34325,18048,82,23071,0,4728,520,520,20,25427,1545,519,703,42,200,1532
East Central College,www.eastcentral.edu,MO,,,13038,11622,,2629,453,,,,,3722,,,,,,
East Central Community College,https://www.eccc.edu,MS,13600,11500,9770,7670,,2603,468,,,,,3152,,,,,,
East Central University,https://www.ecok.edu,OK,27502,18292,22250,13040,83,2941,0,657,460,470,18,3567,186,,243,37,93,447
East Georgia State College,www.ega.edu,GA,22675,16478,13591,7394,,2942,297,5,,,,3788,191,,255,73,34,325
East Los Angeles College,www.elac.edu/,CA,,,14028,7502,,35403,1657,,,,,57381,,,,,,
East Mississippi Community College,www.eastms.edu/,MS,15855,12855,11465,8465,,4000,737,,,,,6375,,,,,,
East San Gabriel Valley Regional Occupational Program,www.esgvrop.org,CA,,,,,,139,33,,,,,457,,,,,,
East Stroudsburg University of Pennsylvania,www4.esu.edu/,PA,39646,26964,28786,16104,82,5700,1,1232,460,450,19,6776,527,,482,62,111,708
East Tennessee State University,www.etsu.edu,TN,42332,24068,33860,15596,87,11268,0,2439,480,490,20,12575,298,24,508,75,291,1335
East Texas Baptist University,https://www.etbu.edu,TX,38787,38787,29708,29708,54,1485,0,234,480,480,18,1477,221,,63,8,14,248
East Valley Institute of Technology,www.evit.com,AZ,,,,,,573,0,,,,,312,,,,,,
East West College of Natural Medicine,www.ewcollege.edu,FL,,,,,,0,0,0,,,,11,,,,,,
East West College of the Healing Arts,www.eastwestcollege.edu,OR,,,,,,297,0,,,,,359,,,,,,
East-West Healing Arts Institute,acupressureschool.com,WI,,,,,,10,0,,,,,74,,,,,,
East-West Healing Arts Institute - Milwaukee,,WI,,,,,,,,,,,,,,,,,,
East-West University,www.eastwest.edu,IL,,,25200,25200,,394,13,51,,,,602,,,52,2,,85
East-West University,www.eastwest.edu,WI,,,25200,25200,,11,0,0,,,,11,,,,,,
Eastern Arizona College,www.eac.edu,AZ,23495,14795,16705,8005,,6040,579,,,,,8682,,,,,,
Eastern Center for Arts and Technology,www.eastech.org,PA,,,,,100,55,0,,,,,197,,,,,,
Eastern College of Health Vocations-Little Rock,www.easterncollege.edu,AR,,,,,,121,0,,,,,413,,,,,,
Eastern College of Health Vocations-New Orleans,www.easterncollege.edu.,LA,,,,,,58,0,,,,,156,,,,,,
Eastern Connecticut State University,www.easternct.edu/,CT,40475,27967,27654,15146,66,5013,8,975,,,,5549,228,,295,65,75,664
Eastern Florida State College,www.easternflorida.edu,FL,,,14749,7506,,15820,2624,297,,,,20522,140,,,,,1666
Eastern Gateway Community College,www.egcc.edu,OH,,,9988,7040,,13940,462,,,,,15938,,,,,,
Eastern Illinois University,https://www.eiu.edu/,IL,26525,24305,17469,15249,55,6012,0,1462,470,450,18,6972,503,17,268,36,69,605
Eastern International College-Belleville,www.eicollege.edu,NJ,,,25400,25400,,257,44,4,,,,249,,,,,,
Eastern International College-Jersey City,www.eicollege.edu,NJ,,,25400,25400,,295,57,8,,,,286,,,,,,
Eastern Iowa Community College District,www.eicc.edu,IA,19258,17114,12742,10598,,7771,791,,,,,12855,,,,,,
Eastern Kentucky University,www.eku.edu,KY,33484,23706,25244,15466,87,13398,207,2647,510,510,20,16155,812,,417,56,372,1396
Eastern Maine Community College,www.emcc.edu,ME,21211,18391,13530,10710,,2396,374,,,,,3302,,,,,,
Eastern Mennonite University,https://emu.edu,VA,51500,51500,40500,40500,59,1040,0,348,500,500,21,1307,9,30,75,25,5,156
Eastern Michigan University,www.emich.edu,MI,26196,26196,17568,17568,76,16022,0,3393,450,440,15,19454,1513,57,470,75,115,2432
Eastern Nazarene College,www.enc.edu,MA,41414,41414,31790,31790,64,660,4,143,470,450,17,730,54,41,69,2,12,206
Eastern New Mexico University Ruidoso Branch Community College,www.ruidoso.enmu.edu/,NM,,,7708,7028,,605,45,,,,,888,,,,,,
Eastern New Mexico University-Main Campus,www.enmu.edu,NM,20857,18936,12862,10941,60,4700,217,725,430,430,17,5608,291,,203,29,7,453
Eastern New Mexico University-Roswell Campus,www.roswell.enmu.edu,NM,16350,13158,11542,8350,,2427,238,,,,,3643,,,,,,
Eastern Oklahoma County Technology Center,www.eoctech.edu,OK,,,,,,533,0,,,,,621,,,,,,
Eastern Oklahoma State College,www.eosc.edu,OK,17494,13877,12470,8853,,1541,148,,,,,1977,,,,,,
Eastern Oregon University,www.eou.edu,OR,34724,22664,24576,12516,98,2744,0,547,470,470,18,4318,262,,116,37,70,603
Eastern School of Acupuncture and Traditional Medicine,www.Esatm.edu,NJ,,,,,,4,0,0,,,,9,,,,,,
Eastern Shore Community College,www.es.vccs.edu,VA,,,16228,10300,,654,46,,,,,836,,,,,,
Eastern Suffolk BOCES,www.esboces.org,NY,,,,,83,272,0,,,,,369,,,,,,
Eastern Suffolk BOCES,www.esboces.org,NY,,,,,,21,0,,,,,13,,,,,,
Eastern Suffolk BOCES,www.esboces.org,NY,,,,,,29,0,,,,,,,,,,,
Eastern University,https://www.eastern.edu/about/student-consumer-information,PA,49461,49461,38167,38167,68,1885,86,381,550,480,17,2225,236,,54,47,3,259
Eastern Virginia Career College,www.evcc.edu,VA,,,,,40,235,90,,,,,360,,,,,,
Eastern Virginia Medical School,www.evms.edu,VA,,,,,,0,0,0,,,,,,,,,,
Eastern Washington University,www.ewu.edu,WA,40132,23011,28344,11223,63,11408,0,2252,440,430,17,14390,631,303,450,38,87,980
Eastern West Virginia Community and Technical College,www.Easternwv.edu,WV,,,11493,8109,,483,85,,,,,780,,,,,,
Eastern Wyoming College,ewc.wy.edu,WY,18744,14232,11740,7228,,1462,156,,,,,2138,,,,,,
Eastfield College,www.eastfieldcollege.edu/,TX,,,10154,8264,,16769,1329,,,,,28043,,,,,,
Eastland-Fairfield Career and Technical Schools,www.eastland-fairfield.com/,OH,,,,,,153,0,,,,,152,,,,,,
Eastwick College-Hackensack,www.eastwickcollege.edu,NJ,,,19951,19951,,376,81,,,,,598,,,,,,
Eastwick College-Nutley,www.eastwickcollege.edu,NJ,,,20904,20904,,487,124,,,,,729,,,,,,
Eastwick College-Ramsey,www.eastwickcollege.edu,NJ,,,22460,22460,,740,244,15,,,,1047,,,,,,
Ecclesia College,www.ecollege.edu/,AR,28430,28430,23410,23410,70,217,12,29,,,,279,,,,,,37
Eckerd College,https://www.eckerd.edu,FL,61576,61576,48920,48920,68,2006,0,486,550,530,23,2138,,,433,14,39,147
eClips School of Cosmetology and Barbering,eclips.edu,MO,,,,,,34,0,,,,,39,,,,,,
Ecotech Institute,www.ecotechinstitute.com,CO,,,,,,,78,,,,,428,,,,,,
ECPI University,www.ecpi.edu,VA,,,20125,20125,72,12704,1833,1236,,,,17867,,,,,,1040
ECPI University - Culinary Institute of Virginia - Newport News,,VA,,,,,,,,,,,,,,,,,,
ECPI University - San Antonio,,TX,,,,,,,,,,,,,,,,,,
Ecumenical Theological Seminary,www.etseminary.edu,MI,,,,,,10,0,0,,,,14,,,,,,
Eden Theological Seminary,www.eden.edu,MO,,,,,,0,0,0,,,,,,,,,,
Edgecombe Community College,www.edgecombe.edu,NC,,,12249,6105,,2012,264,,,,,2967,,,,,,
Edgewood College,www.edgewood.edu,WI,44216,44216,33610,33610,73,1488,0,397,490,480,20,1731,104,,60,3,16,127
Edinboro University of Pennsylvania,www.edinboro.edu/,PA,29648,25600,18822,14774,80,3572,121,836,490,470,17,4674,347,,108,34,103,393
Edison State Community College,www.edisonOHIO.edu,OH,,,12668,8758,,3676,329,,,,,4088,,,,,,
Edmonds Community College,www.edcc.edu,WA,23036,17666,13406,8036,,8041,996,0,,,,12904,93,3,7,,51,793
EDP School,edpschool.edu/,NY,,,,,,108,0,,,,,177,,,,,,
Education and Technology Institute,www.eti.edu/,PA,,,,,,,0,,,,,,,,,,,
Educators of Beauty College of Cosmetology-Peru,www.educatorsofbeauty.com,IL,,,,,,46,0,,,,,67,,,,,,
Educators of Beauty College of Cosmetology-Rockford,www.educatorsofbeauty.com,IL,,,,,,67,0,,,,,120,,,,,,
Educators of Beauty College of Cosmetology-Sterling,www.educatorsofbeauty.com,IL,,,,,,36,0,,,,,64,,,,,,
EduMed Partners,www.edumed-partners.com,TN,,,,,,40,0,,,,,154,,,,,,
Edward Via College of Osteopathic Medicine,www.vcom.edu,VA,,,,,,0,0,0,,,,,,,,,,
Edward Waters College,www.ewc.edu,FL,25083,25083,17801,17801,56,2906,0,121,440,390,15,4783,71,,65,21,,167
EHOVE Career Center,www.ehove.net,OH,,,,,,267,0,,,,,536,,,,,,
EINE Inc,electrologyinstitute.com,MA,,,,,,40,0,,,,,27,,,,,,
El Camino Community College District,www.elcamino.edu,CA,,,12688,7312,,24820,2322,,,,,33616,,,,,,
El Centro College,www.elcentrocollege.edu,TX,,,10154,8264,,11729,984,,,,,20107,,,,,,
El Paso Community College,www.epcc.edu,TX,,,11331,9483,,28819,3438,,,,,38006,,,,,,
Elaine Sterling Institute,www.elainesterling.com,GA,,,,,89,134,0,,,,,399,,,,,,
Elaine Steven Beauty College,https://www.esbc.edu,MO,,,,,,135,0,,,,,213,,,,,,
Electrical Training Center,https://www.electricaltrainingcenter.edu,NY,,,,,,187,0,,,,,320,,,,,,
Elegance International,ei.edu/,CA,,,,,,256,0,,,,,501,,,,,,
Elevate Salon Institute,esiroyaloak.com,MI,,,,,,93,0,,,,,106,,,,,,
Elevate Salon Institute,www.esicleveland.com,OH,,,,,,25,0,,,,,55,,,,,,
Elevate Salon Institute-Chubbuck,https://www.esichubbuck.com,ID,,,,,,35,0,,,,,52,,,,,,
Elgin Community College,www.elgin.edu,IL,,,16609,15390,,9567,1123,,,,,15074,,,,,,
Elim Bible Institute and College,www.elim.edu,NY,18334,18334,11984,11984,97,113,25,,,,,133,,,,,,
Elite Academy of Hair Design,www.eliteacademyofhairdesign.com,OH,,,,,,32,0,,,,,30,,,,,,
Elite College of Cosmetology,www.elitecollegeofcosmetology.com,TN,,,,,,70,0,,,,,99,,,,,,
Elite Cosmetology School,eliteschools.edu,CA,,,,,,96,0,,,,,165,,,,,,
Elite Cosmetology  Barber & Spa Academy,elitecbsacademy.com,WA,,,,,,113,0,,,,,172,,,,,,
Elite Institute of Cosmetology,www.iloveelite.com/#!/pageHome,OH,,,,,,21,0,,,,,22,,,,,,
Elite School of Cosmetology,www.eliteschoolofcosmetology.com,OH,,,,,,77,0,,,,,102,,,,,,
Elite Welding Academy LLC,www.eliteweldingacademy.com,OH,,,,,,81,0,,,,,133,,,,,,
Elizabeth City State University,www.ecsu.edu,NC,16960,12960,9044,5044,59,1636,0,244,450,440,17,1538,127,,192,17,15,232
Elizabeth Grady School of Esthetics and Massage Therapy,elizabethgrady.edu,MA,,,,,,221,0,,,,,347,,,,,,
Elizabethtown College,www.etown.edu,PA,60460,60460,49290,49290,76,1633,0,362,540,530,21,1682,164,169,175,24,18,290
Elizabethtown College School of Continuing and Professional Studies,www.etowndegrees.com/,PA,,,,,100,247,25,108,,,,495,,,,,,132
Elizabethtown Community and Technical College,https://elizabethtown.kctcs.edu/,KY,,,18250,8098,,6399,686,,,,,9902,,,,,,
Ellsworth Community College,https://ecc.iavalley.edu/,IA,18812,17876,11612,10676,,796,142,,,,,956,,,,,,
Elmezzi Graduate School of Molecular Medicine,www.elmezzigraduateschool.org,NY,,,,,,0,0,0,,,,,,,,,,
Elmhurst College,www.elmhurst.edu,IL,51199,51199,42399,42399,67,2848,0,754,500,493,20,3130,316,,175,39,77,531
Elmira Business Institute,www.ebi.edu,NY,,,31700,31700,,146,104,,,,,453,,,,,,
Elmira College,https://www.elmira.edu,NY,55050,55050,44550,44550,84,819,9,291,,,,1004,70,,99,9,11,152
Elon University,www.elon.edu,NC,51049,51049,38469,38469,72,6196,0,1368,580,570,25,6187,272,65,282,117,30,2122
Elyon College,elyon.edu,NY,,,22328,22328,,41,0,,,,,29,,,,,,
Embry-Riddle Aeronautical University-Daytona Beach,daytonabeach.erau.edu/,FL,53250,53250,41812,41812,65,5984,58,996,,,,6100,,2240,55,26,182,318
Embry-Riddle Aeronautical University-Prescott,prescott.erau.edu/,AZ,53046,53046,41652,41652,67,2726,0,427,,,,2770,,1103,,,107,117
Embry-Riddle Aeronautical University-Worldwide,worldwide.erau.edu/,FL,,,14820,14820,63,10466,501,1390,,,,16188,,729,,,,2958
Emerald Coast Technical College,www.ectc.edu,FL,,,,,,225,0,,,,,265,,,,,,
Emerson College,www.emerson.edu,MA,68392,68392,51070,51070,36,3855,0,944,610,590,26,4121,50,,,,,275
Emily Griffith Technical College,www.emilygriffith.edu,CO,,,,,,5066,0,,,,,5140,,,,,,
Emmanuel College,www.ec.edu,GA,31592,31592,24992,24992,42,920,24,122,480,450,17,1042,108,,76,14,,161
